kode_standar;nama_standar;tipe;kelompok
1.3.4.02.01.02.007;Bangunan Pengambilan Irigasi Lainnya;ASB;3
1.3.4.02.01.03.001;Saluran Muka (Bangunan Pembawa Irigasi);ASB;3
1.3.4.02.01.03.002;Saluran Induk (Bangunan Pembawa Irigasi);ASB;3
1.3.4.02.01.03.003;Saluran Sekunder (Bangunan Pembawa Irigasi);ASB;3
1.3.4.02.01.03.004;Saluran Tersier (Bangunan Pembawa Irigasi);ASB;3
1.3.4.02.01.03.005;Saluran Kwarter;ASB;3
1.3.4.02.01.03.006;Saluran Pasang Tertutup/Terowongan;ASB;3
1.3.4.02.01.03.007;Saluran Suplesi;ASB;3
1.3.4.02.01.03.008;Bangunan Pembawa Irigasi Lainnya;ASB;3
1.3.4.02.01.04.001;Saluran Induk Pembuang (Bangunan Pembuang Irigasi);ASB;3
1.3.4.02.01.04.002;Saluran Sekunder Pembuang (Bangunan Pembuang Irigasi);ASB;3
1.3.4.02.01.04.003;Saluran Tersier Pembuang (Bangunan Pembuang Irigasi);ASB;3
1.3.4.02.01.04.004;Bangunan Pembuang Irigasi Lainnya;ASB;3
1.3.4.02.01.05.001;Tanggul Banjir (Bangunan Pengaman Irigasi);ASB;3
1.3.4.02.01.05.002;Bangunan Pintu Air/Klep (Bangunan Pengaman Irigasi);ASB;3
1.3.4.02.01.05.003;Bangunan Pengaman Irigasi Lainnya;ASB;3
1.3.4.02.01.06.001;Bangunan Bagi;ASB;3
1.3.4.02.01.06.002;Bangunan Bagi Dan Sadap (Bangunan Pelengkap Irigasi);ASB;3
1.3.4.02.01.06.003;Bangunan Sadap (Bangunan Pelengkap Irigasi);ASB;3
1.3.4.02.01.06.004;Bangunan Got Miring;ASB;3
1.3.4.02.01.06.005;Bangunan Terjun (Bangunan Pelengkap Irigasi);ASB;3
1.3.4.02.01.06.006;Bangunan Talang (Bangunan Pelengkap Irigasi);ASB;3
1.3.4.02.01.06.007;Bangunan Syphon (Bangunan Pelengkap Irigasi);ASB;3
1.3.4.02.01.06.008;Bangunan Gorong-Gorong (Bangunan Pelengkap Irigasi);ASB;3
1.3.4.02.01.06.009;Bangunan Pelimpah Sampah;ASB;3
1.3.4.02.01.06.010;Bangunan Pengeluaran/Pintu;ASB;3
1.3.4.02.01.06.011;Bangunan Box Tersier (Bangunan Pelengkap Irigasi);ASB;3
1.3.4.02.01.06.012;Bangunan Pengukur;ASB;3
1.3.4.02.01.06.013;Bangunan Mandi Hewan;ASB;3
1.3.4.02.01.06.014;Bangunan Pertemuan Saluran;ASB;3
1.3.4.02.01.06.015;Bangunan Pelengkap Dalam Petak Tersier;ASB;3
1.3.4.02.01.06.016;Bangunan Jembatan (Bangunan Pelengkap Irigasi);ASB;3
1.3.4.02.01.06.017;Bangunan Pelengkap Irigasi Lainnya;ASB;3
1.3.4.02.01.07.001;Bangunan Sawah Irigasi Tehnis;ASB;3
1.3.4.02.01.07.002;Bangunan Sawah Irigasi Semi Tehnis;ASB;3
1.3.4.02.01.07.003;Bangunan Sawah Irigasi Non Tehnis;ASB;3
1.3.4.02.01.07.004;Bangunan Sawah Irigasi Lainnya;ASB;3
1.3.4.02.01.08.001;Bangunan Air Irigasi Lainnya;ASB;3
1.3.4.02.02.01.001;Waduk Pasang Surut;ASB;3
1.3.4.02.02.01.002;Bangunan Waduk Pasang Surut Lainnya;ASB;3
1.3.4.02.02.02.001;Bangunan Bendung Dengan Pompa;ASB;3
1.3.4.02.02.02.002;Bangunan Pengambilan Bebas Dengan Pompa (Bangunan Pengambilan Pasang Surut;ASB;3
1.3.4.02.02.02.003;Bangunan Pengambilan Pasang Surut Lainnya;ASB;3
1.3.4.02.02.03.001;Saluran Muka (Bangunan Pembawa Pasang Surut);ASB;3
1.3.4.02.02.03.002;Saluran Induk (Bangunan Pembawa Pasang Surut);ASB;3
1.3.4.02.02.03.003;Saluran Sekunder (Bangunan Pembawa Pasang Surut);ASB;3
1.3.4.02.02.03.004;Saluran Tersier (Bangunan Pembawa Pasang Surut);ASB;3
1.3.4.02.02.03.005;Saluran Penyimpan Air;ASB;3
1.3.4.02.02.03.006;Saluran Lalu Lintas Air;ASB;3
1.3.4.02.02.03.007;Bangunan Pembawa Pasang Surut Lainnya;ASB;3
1.3.4.02.02.04.001;Saluran Induk Pembuang (Saluran Pembuang Pasang Surut);ASB;3
1.3.4.02.02.04.002;Saluran Sekunder Pembuang (Saluran Pembuang Pasang Surut);ASB;3
1.3.4.02.02.04.003;Saluran Tersier Pembuang (Saluran Pembuang Pasang Surut);ASB;3
1.3.4.02.02.04.004;Saluran Pengumpul Air;ASB;3
1.3.4.02.02.04.005;Saluran Pembuang Pasang Surut Lainnya;ASB;3
1.3.4.02.02.05.001;Bangunan Pintu Air/Klep (Bangunan Pengaman Pasang Surut);ASB;3
1.3.4.02.02.05.002;Bangunan Pemasukan/Pembuang;ASB;3
1.3.4.02.02.05.003;Kolam Pasang;ASB;3
1.3.4.02.02.05.004;Bangunan Pengaman Pasang Surut Lainnya;ASB;3
1.3.4.02.02.06.001;Bangunan Jembatan (Bangunan Pelengkap Pasang Surut);ASB;3
1.3.4.02.02.06.002;Bangunan Jembatan Penghalang (Bangunan Pelengkap Pasang Surut);ASB;3
1.3.4.02.02.06.003;Bangunan Penutup Penangkis Kotoran;ASB;3
1.3.4.02.02.06.004;Bangunan Pengukur Muka Air (Bangunan Pelengkap Pasang Surut);ASB;3
1.3.4.02.02.06.005;Bangunan Pengukur Curah Hujan (Bangunan Pelengkap Pasang Surut);ASB;3
1.3.4.02.02.06.006;Bangunan Pelengkap Pasang Surut Lainnya;ASB;3
1.3.4.02.02.07.001;Bangunan Sawah Pasang Surut Teknis;ASB;3
1.3.4.02.02.07.002;Bangunan Sawah Pasang Surut Semi Teknis;ASB;3
1.3.4.02.02.07.003;Bangunan Sawah Pasang Surut Non Teknis;ASB;3
1.3.4.02.02.07.004;Bangunan Sawah Pasang Surut Lainnya;ASB;3
1.3.4.02.02.08.001;Bangunan Pengairan Pasang Surut Lainnya;ASB;3
1.3.4.02.03.01.001;Bangunan Waduk;ASB;3
1.3.4.02.03.01.002;Bangunan Waduk Pengembangan Rawa Lainnya;ASB;3
1.3.4.02.03.02.001;Waduk Pengambilan Rawa;ASB;3
1.3.4.02.03.02.002;Bangunan Pengambilan Pengembangan Rawa Lainnya;ASB;3
1.3.4.02.03.03.001;Saluran Muka (Bangunan Pembawa Pengembangan Rawa);ASB;3
1.3.4.02.03.03.002;Saluran Induk (Bangunan Pembawa Pengembangan Rawa);ASB;3
1.3.4.02.03.03.003;Saluran Sekunder (Bangunan Pembawa Pengembangan Rawa);ASB;3
1.3.4.02.03.03.004;Saluran Tersier (Bangunan Pembawa Pengembangan Rawa);ASB;3
1.3.4.02.03.03.005;Bangunan Pembawa Pengembangan Rawa Lainnya;ASB;3
1.3.4.02.03.04.001;Saluran Induk Pembuang (Bangunan Pembuang Pengembangan Rawa);ASB;3
1.3.4.02.03.04.002;Saluran Sekunder Pembuang (Bangunan Pembuang Pengembangan Rawa);ASB;3
1.3.4.02.03.04.003;Saluran Tersier Pembuang (Bangunan Pembuang Pengembangan Rawa);ASB;3
1.3.4.02.03.04.004;Bangunan Pembuang Pengembangan Rawa Lainnya;ASB;3
1.3.4.02.03.05.001;Tanggul Keliling;ASB;3
1.3.4.02.03.05.002;Bangunan Pintu Air/Klep (Bangunan Pengaman Pengembangan Rawa);ASB;3
1.3.4.02.03.05.003;Bangunan Pengaman Pengembangan Rawa Lainnya;ASB;3
1.3.4.02.03.06.001;Bangunan Bagi Dan Sadap (Bangunan Pelengkap Pengembangan Rawa);ASB;3
1.3.4.02.03.06.002;Bangunan Sadap (Bangunan Pelengkap Pengembangan Rawa);ASB;3
1.3.4.02.03.06.003;Bangunan Terjun (Bangunan Pelengkap Pengembangan Rawa);ASB;3
1.3.4.02.03.06.004;Bangunan Syphon (Bangunan Pelengkap Pengembangan Rawa);ASB;3
1.3.4.02.03.06.005;Bangunan Gorong-Gorong (Bangunan Pelengkap Pengembangan Rawa);ASB;3
1.3.4.02.03.06.006;Bangunan Jembatan (Bangunan Pelengkap Pengembangan Rawa);ASB;3
1.3.4.02.03.06.007;Bangunan Jembatan Penghalang (Bangunan Pelengkap Pengembangan Rawa);ASB;3
1.3.4.02.03.06.008;Bangunan Pengukur Muka Air (Bangunan Pelengkap Pengembangan Rawa);ASB;3
1.3.4.02.03.06.009;Bangunan Pengukur Curah Hujan (Bangunan Pelengkap Pengembangan Rawa);ASB;3
1.3.4.02.03.06.010;Bangunan Penutup Sungai;ASB;3
1.3.4.02.03.06.011;Bangunan Stasiun Pompa Pemasukan/Pembuang;ASB;3
1.3.4.02.03.06.012;Bangunan Pelengkap Pengembangan Rawa Lainnya;ASB;3
1.3.4.02.03.07.001;Bangunan Sawah Rawa Teknis;ASB;3
1.3.4.02.03.07.002;Bangunan Sawah Rawa Semi Teknis;ASB;3
1.3.4.02.03.07.003;Bangunan Sawah Rawa Non Teknis;ASB;3
1.3.4.02.03.07.004;Bangunan Sawah Pengembangan Rawa Lainnya;ASB;3
1.3.4.02.03.08.001;Bangunan Pengembangan Rawa Dan Polder Lainnya;ASB;3
1.3.4.02.04.01.001;Banguna Wasuk Pengaman Sungai/Pantai;ASB;3
1.3.4.02.04.01.002;Waduk Dengan Tanggul, Dan Pintu Pembuang (Bangunan Pengaman Sungai/Pantai & Penanggulangan Bencana Alam);ASB;3
1.3.4.02.04.01.003;Bangunan Pengaman Sungai/Pantai & Penanggulangan Bencana Alam Lainnya;ASB;3
1.3.4.02.04.02.001;Bangunan Pengambilan Pengamanan Sungai;ASB;3
1.3.4.02.04.02.002;Bangunan Pengambilan Pengamanan Pantai;ASB;3
1.3.4.02.04.02.003;Bangunan Pengambilan Pengaman Sungai/Pantai Lainnya;ASB;3
1.3.4.02.04.03.001;Bangunan Pembawa Pengaman Sungai;ASB;3
1.3.4.02.04.03.002;Bangunan Pembawa Pengaman Pantai;ASB;3
1.3.4.02.04.03.003;Bangunan Pembawa Pengaman Sungai/Pantai Lainnya;ASB;3
1.3.4.02.04.04.001;Saluran Banjir;ASB;3
1.3.4.02.04.04.002;Saluran Drainage;ASB;3
1.3.4.02.04.04.003;Bangunan Pembuang Pengaman Sungai Lainnya;ASB;3
1.3.4.02.04.05.001;Tanggul Banjir (Bangunan Pengaman Pengamanan Sungai/Pantai);ASB;3
1.3.4.02.04.05.002;Pintu Pengatur Banjir;ASB;3
1.3.4.02.04.05.003;Coupure/Sodetan;ASB;3
1.3.4.02.04.05.004;Kantong Pasir/Lahar/Lumpur;ASB;3
1.3.4.02.04.05.005;Chekdam/Penahan Sedimen;ASB;3
1.3.4.02.04.05.006;Krib Pengaman Sungai/Pantai;ASB;3
1.3.4.02.04.05.007;Bangunan Penguat Tebing/Pantai;ASB;3
1.3.4.02.04.05.008;Bangunan Pelimpah Banjir;ASB;3
1.3.4.02.04.05.009;Dam Konsolidasi;ASB;3
1.3.4.02.04.05.010;Peralatan Saringan Sampah (Pond Screen);ASB;3
1.3.4.02.04.05.011;Klep Pengatur Banjir;ASB;3
1.3.4.02.04.05.012;Bangunan Pemecah Gelombang;ASB;3
1.3.4.02.04.05.013;Bangunan Pelantaran Pantai;ASB;3
1.3.4.02.04.05.014;Bangunan Pengaman Pengamanan Sungai/Pantai Lainnya;ASB;3
1.3.4.02.04.06.001;Bangunan Syphon (Bangunan Pelengkap Pengaman Sungai);ASB;3
1.3.4.02.04.06.002;Bangunan Gorong-Gorong (Bangunan Pelengkap Pengaman Sungai);ASB;3
1.3.4.02.04.06.003;Bangunan Jembatan (Bangunan Pelengkap Pengaman Sungai);ASB;3
1.3.4.02.04.06.004;Bangunan Pengukur Muka Air (Bangunan Pelengkap Pengaman Sungai);ASB;3
1.3.4.02.04.06.005;Bangunan Pengukur Curah Hujan (Bangunan Pelengkap Pengaman Sungai);ASB;3
1.3.4.02.04.06.006;Stasiun Pos Penjaga/Pengamat;ASB;3
1.3.4.02.04.06.007;Bangunan Dermaga;ASB;3
1.3.4.02.04.06.008;Bangunan Stasiun Pompa Pembuang;ASB;3
1.3.4.02.04.06.009;Warning System;ASB;3
1.3.4.02.04.06.010;Bangunan Pelengkap Pengaman Sungai Lainnya;ASB;3
1.3.4.02.04.07.001;Bangunan Pengaman Sungai/Pantai & Penanggulangan Bencana Alam Lainnya;ASB;3
1.3.4.02.05.01.001;Embung/Waduk Lapangan;ASB;3
1.3.4.02.05.01.002;Bangunan Waduk Pengembangan Sumber Air Lainnya;ASB;3
1.3.4.02.05.02.001;Sumur Dengan Pompa (Bangunan Pengambilan Pengembangan Sumber Air);ASB;3
1.3.4.02.05.02.002;Sumur Artetis;ASB;3
1.3.4.02.05.02.003;Bangunan Pengambilan Pengembangan Sumber Air Lainnya;ASB;3
1.3.4.02.05.03.001;Saluran Tersier (Bangunan Pembawa Pengembangan Sumber Air);ASB;3
1.3.4.02.05.03.002;Saluran Kuartier;ASB;3
1.3.4.02.05.03.003;Bangunan Pembawa Pengembangan Sumber Air Lainnya;ASB;3
1.3.4.02.05.04.001;Saluran Pembuang;ASB;3
1.3.4.02.05.04.002;Bangunan Pembuang Pengembangan Sumber Air Lainnya;ASB;3
1.3.4.02.05.05.001;Bak Penampung/Kolam/ Menara Penampungan;ASB;3
1.3.4.02.05.05.002;Bangunan Klimatologi;ASB;3
1.3.4.02.05.05.003;Bangunan Hidrometri;ASB;3
1.3.4.02.05.05.004;Sumur Pengamatan;ASB;3
1.3.4.02.05.05.005;Bangunan Pengaman Pengembangan Sumber Air Lainnya;ASB;3
1.3.4.02.05.06.001;Bangunan Terjun (Bangunan Pelengkap Pengembangan Sumber Air);ASB;3
1.3.4.02.05.06.002;Bangunan Talang (Bangunan Pelengkap Pengembangan Sumber Air);ASB;3
1.3.4.02.05.06.003;Bangunan Syphon (Bangunan Pelengkap Pengembangan Sumber Air);ASB;3
1.3.4.02.05.06.004;Bangunan Gorong-Gorong (Bangnnan Pelengkap Pengembangan Sumber Air);ASB;3
1.3.4.02.05.06.005;Bangunan Box Tersier (Bangunan Pelengkap Pengembangan Sumber Air);ASB;3
1.3.4.02.05.06.006;Bangunan Jembatan (Bangunan Pelengkap Pengembangan Sumber Air);ASB;3
1.3.4.02.05.06.007;Bangunan Pelengkap Pengembangan Sumber Air Lainnya;ASB;3
1.3.4.02.05.07.001;Bangunan Sawah Irigasi Air Tanah Teknis;ASB;3
1.3.4.02.05.07.002;Bangunan Sawah Irigasi Air Tanah Semi Teknis;ASB;3
1.3.4.02.05.07.003;Bangunan Sawah Irigasi Air Tanah Non Teknis;ASB;3
1.3.4.02.05.07.004;Bangunan Sawah Irigasi Air Tanah Lainnya;ASB;3
1.3.4.02.05.08.001;Bangunan Pengembangan Sumber Air Dan Air Tanah Lainnya;ASB;3
1.3.4.02.06.01.001;Waduk Penyimpanan Air Baku;ASB;3
1.3.4.02.06.01.002;Waduk Penyimpanan Air Hujan;ASB;3
1.3.4.02.06.01.003;Bak Penyimpanan/Tower Air Baku;ASB;3
1.3.4.02.06.01.004;Bangunan Waduk Air Bersih/Air Baku Lainnya;ASB;3
1.3.4.02.06.02.001;Bangunan Pengambilan Dari Waduk;ASB;3
1.3.4.02.06.02.002;Bangunan Pengambilan Dari Sungai;ASB;3
1.3.4.02.06.02.003;Bangunan Pengambilan Dari Danau;ASB;3
1.3.4.02.06.02.004;Bangunan Pengambilan Dari Rawa;ASB;3
1.3.4.02.06.02.005;Bangunan Pengambilan Dari Air Laut;ASB;3
1.3.4.02.06.02.006;Bangunan Pengambilan Dari Sumber Air;ASB;3
1.3.4.02.06.02.007;Bangunan Pengambilan Dari Sumur Artetis;ASB;3
1.3.4.02.06.02.008;Bangunan Pengambilan Air Bersih/Air Baku Lainnya;ASB;3
1.3.4.02.06.03.001;Saluran Pembawa Air Baku Terbuka;ASB;3
1.3.4.02.06.03.002;Saluran Pembawa Air Baku Tertutup;ASB;3
1.3.4.02.06.03.003;Bangunan Pembawa Air Bersih/Air Baku Lainnya;ASB;3
1.3.4.02.06.04.001;Saluran Pembuang Air Cucian Air Baku;ASB;3
1.3.4.02.06.04.002;Saluran Pembuang Air Cucian Instalasi;ASB;3
1.3.4.02.06.04.003;Bangunan Pembuang Air Bersih/Air Baku Lainnya;ASB;3
1.3.4.02.06.05.001;Bangunan Talang (Bangunan Pelengkap Air Bersih/Air Baku);ASB;3
1.3.4.02.06.05.002;Bangunan Syphon (Bangunan Pelengkap Air Bersih/Air Baku);ASB;3
1.3.4.02.06.05.003;Bangunan Gorong-Gorong (Bangunan Pelengkap Air Bersih/Air Baku);ASB;3
1.3.4.02.06.05.004;Bangunan Jembatan (Bangunan Pelengkap Air Bersih/Air Baku);ASB;3
1.3.4.02.06.05.005;Bangunan Penampung Air Baku;ASB;3
1.3.4.02.06.05.006;Bangunan Hidran Umum;ASB;3
1.3.4.02.06.05.007;Bangunan Mandi Cuci Kakus (Mck);ASB;3
1.3.4.02.06.05.008;Bangunan Menara/Bak Penampung/Reservoir Air Minum;ASB;3
1.3.4.02.06.05.009;Bangunan Buster Pump;ASB;3
1.3.4.02.06.05.010;Bangunan Pelengkap Air Bersih/Air Baku Lainnya;ASB;3
1.3.4.02.06.06.001;Bangunan Air Bersih/Air Baku Lainnya;ASB;3
1.3.4.02.07.01.001;Saluran Pengumpul Air Hujan;ASB;3
1.3.4.02.07.01.002;Saluran Pengumpul Air Buangan Domestik;ASB;3
1.3.4.02.07.01.003;Saluran Pengumpul Air Buangan Industri;ASB;3
1.3.4.02.07.01.004;Saluran Pengumpul Air Buangan Pertanian;ASB;3
1.3.4.02.07.01.005;Bangunan Pembawa Air Kotor Lainnya;ASB;3
1.3.4.02.07.02.001;Waduk Air Hujan;ASB;3
1.3.4.02.07.02.002;Waduk Air Buangan Domestik;ASB;3
1.3.4.02.07.02.003;Waduk Air Buangan Industri;ASB;3
1.3.4.02.07.02.004;Waduk Air Buangan Pertanian;ASB;3
1.3.4.02.07.02.005;Bangunan Waduk Air Kotor Lainnya;ASB;3
1.3.4.02.07.03.001;Saluran Pembuang Air Buangan Air Hujan;ASB;3
1.3.4.02.07.03.002;Saluran Pembuang Air Buangan Domestik;ASB;3
1.3.4.02.07.03.003;Saluran Pembuang Air Buangan Air Industri;ASB;3
1.3.4.02.07.03.004;Saluran Pembuang Air Buangan Air Pertanian;ASB;3
1.3.4.02.07.03.005;Bangunan Pembuang Air Kotor Lainnya;ASB;3
1.3.4.02.07.04.001;Bangunan Pompa Air Hujan;ASB;3
1.3.4.02.07.04.002;Bangunan Pompa Air Buangan Domestik;ASB;3
1.3.4.02.07.04.003;Bangunan Pompa Air Buangan Industri;ASB;3
1.3.4.02.07.04.004;Bangunan Pompa Air Buangan Pertanian;ASB;3
1.3.4.02.07.04.005;Bangunan Pengaman Air Kotor Lainnya;ASB;3
1.3.4.02.07.05.001;Bangunan Talang (Bangunan Pelengkap Air Kotor);ASB;3
1.3.4.02.07.05.002;Bangunan Syphon (Bangunan Pelengkap Air Kotor);ASB;3
1.3.4.02.07.05.003;Bangunan Gorong-Gorong (Bangunan Pelengkap Air Kotor);ASB;3
1.3.4.02.07.05.004;Bangunan Jembatan (Bangunan Pelengkap Air Kotor);ASB;3
1.3.4.02.07.05.005;Bangunan Bak Kontrol/Man Hole;ASB;3
1.3.4.02.07.05.006;Saluran Air Kotor Sambungan Dari Rumah;ASB;3
1.3.4.02.07.05.007;Bangunan (Box) Culvert;ASB;3
1.3.4.02.07.05.008;Multiple Pipa Arches;ASB;3
1.3.4.02.07.05.009;Bangunan Plat Deker;ASB;3
1.3.4.02.07.05.010;Bangunan Pelengkap Air Kotor Lainnya;ASB;3
1.3.4.02.07.06.001;Bangunan Air Kotor Lainnya;ASB;3
1.3.4.03.01.01.001;Instalasi Air Permukaan Kapasitas Kecil;ASB;3
1.3.4.03.01.01.002;Instalasi Air Permukaan Kapasitas Sedang;ASB;3
1.3.4.03.01.01.003;Instalasi Air Permukaan Kapasitas Besar;ASB;3
1.3.4.03.01.01.004;Instalasi Air Permukaan Lainnya;ASB;3
1.3.4.03.01.02.001;Instalasi Air Sumber / Mata Air Kapasitas Kecil;ASB;3
1.3.4.03.01.02.002;Instalasi Air Sumber / Mata Air Kapasitas Sedang;ASB;3
1.3.4.03.01.02.003;Instalasi Air Sumber / Mata Air Kapasitas Besar;ASB;3
1.3.4.03.01.02.004;Instalasi Air Sumber / Mata Air Lainnya;ASB;3
1.3.4.03.01.03.001;Instalasi Air Tanah Dalam Kapasitas Kecil;ASB;3
1.3.4.03.01.03.002;Instalasi Air Tanah Dalam Kapasitas Sedang;ASB;3
1.3.4.03.01.03.003;Instalasi Air Tanah Dalam Kapasitas Besar;ASB;3
1.3.4.03.01.03.004;Instalasi Air Tanah Dalam Lainnya;ASB;3
1.3.4.03.01.04.001;Instalasi Air Tanah Dangkal Kapasitas Kecil;ASB;3
1.3.4.03.01.04.002;Instalasi Air Tanah Dangkal Kapasitas Sedang;ASB;3
1.3.4.03.01.04.003;Instalasi Air Tanah Dangkal Kapasitas Besar;ASB;3
1.3.4.03.01.04.004;Instalasi Air Tanah Dangkal Lainnya;ASB;3
1.3.4.03.01.05.001;Sistem Pengolahan Air Sederhana (Sipas);ASB;3
1.3.4.03.01.05.002;Jaringan Rumah Tangga (Jarut);ASB;3
1.3.4.03.01.05.003;Penampungan Air Hujan (Pah);ASB;3
1.3.4.03.01.05.004;Sumur Gali (Sgl);ASB;3
1.3.4.03.01.05.005;Sumur Resapan;ASB;3
1.3.4.03.01.05.006;Instalasi Air Bersih / Air Baku Lainnya;ASB;3
1.3.4.03.02.01.001;Instalasi Air Buangan Domestik Kapasitas Kecil;ASB;3
1.3.4.03.02.01.002;Instalasi Air Buangan Domestik Kapasitas Sedang;ASB;3
1.3.4.03.02.01.003;Instalasi Air Buangan Domestik Kapasitas Besar;ASB;3
1.3.4.03.02.01.004;Instalasi Air Buangan Domestik Lainnya;ASB;3
1.3.4.03.02.02.001;Instalasi Air Buangan Industri Kapasitas Kecil;ASB;3
1.3.4.03.02.02.002;Instalasi Air Buangan Industri Kapasitas Sedang;ASB;3
1.3.4.03.02.02.003;Instalasi Air Buangan Industri Kapasitas Besar;ASB;3
1.3.4.03.02.02.004;Instalasi Air Buangan Industri Lainnya;ASB;3
1.3.4.03.02.03.001;Instalasi Air Buangan Pertanian Kapasitas Kecil;ASB;3
1.3.4.03.02.03.002;Instalasi Air Buangan Pertanian Kapasitas Sedang;ASB;3
1.3.4.03.02.03.003;Instalasi Air Buangan Pertanian Kapasitas Besar;ASB;3
1.3.4.03.02.03.004;Instalasi Air Buangan Pertanian Lainnya;ASB;3
1.3.4.03.02.04.001;Instalasi Air Kotor Lainnya;ASB;3
1.3.4.03.03.01.001;Instalasi Pengolahan Sampah Organik Sistem Pembakaran;ASB;3
1.3.4.03.03.01.002;Instalasi Pengolahan Sampah Organik Sistem Kompos;ASB;3
1.3.4.03.03.01.003;Instalasi Pengolahan Sampah Organik Sistem Penimbunan;ASB;3
1.3.4.03.03.01.004;Instalasi Pengolahan Sampah Organik Lainnya;ASB;3
1.3.4.03.03.02.001;Instalasi Pengolahan Sampah Non Organik Daur Ulang Logam;ASB;3
1.3.4.03.03.02.002;Instalasi Pengolahan Sampah Non Organik Daur Ulang Non Logam;ASB;3
1.3.4.03.03.02.003;Instalasi Pengolahan Sampah Non Organik Lainnya;ASB;3
1.3.4.03.03.03.001;Bangunan Tempat Penampung Sampah Rumah Tangga;ASB;3
1.3.4.03.03.03.002;Bangunan Tempat Menampung Sampah Lingkungan;ASB;3
1.3.4.03.03.03.003;Bangunan Penampung Sampah Lainnya;ASB;3
1.3.4.03.03.04.001;Instalasi Pengolahan Sampah Lainnya;ASB;3
1.3.4.03.04.01.001;Instalasi Pengolahan Bahan Bangunan Percontohan Pengawetan Kayu;ASB;3
1.3.4.03.04.01.002;Instalasi Pengolahan Bahan Bangunan Percontohan Pengeringan Kayu;ASB;3
1.3.4.03.04.01.003;Instalasi Pengolahan Bahan Bangunan Percontohan Pengerjaan Kayu;ASB;3
1.3.4.03.04.01.004;Instalasi Pengolahan Bahan Bangunan Percontohan Perkapuran;ASB;3
1.3.4.03.04.01.005;Instalasi Pengolahan Bahan Bangunan Percontohan Pembuatan Batu;ASB;3
1.3.4.03.04.01.006;Instalasi Pengolahan Bahan Bangunan Percontohan Pembuatan Agrega;ASB;3
1.3.4.03.04.01.007;Instalasi Pengolahan Bahan Bangunan Percontohan Lainnya;ASB;3
1.3.4.03.04.02.001;Instalasi Pengolahan Bahan Bangunan Perintis Pengawetan Kayu;ASB;3
1.3.4.03.04.02.002;Instalasi Pengolahan Bahan Bangunan Perintis Pengeringan Kayu;ASB;3
1.3.4.03.04.02.003;Instalasi Pengolahan Bahan Bangunan Perintis Pengerjaan Kayu;ASB;3
1.3.4.03.04.02.004;Instalasi Pengolahan Bahan Bangunan Perintis Perkapuran;ASB;3
1.3.4.03.04.02.005;Instalasi Pengolahan Bahan Bangunan Perintis Pembuatan Batu Ceta;ASB;3
1.3.4.03.04.02.006;Instalasi Pengolahan Bahan Bangunan Perintis Pembuatan Agregat;ASB;3
1.3.4.03.04.02.007;Instalasi Pengolahan Bahan Bangunan Perintis Lainnya;ASB;3
1.3.4.03.04.03.001;Instalasi Pengolahan Bahan Bangunan Terapan;ASB;3
1.3.4.03.04.03.002;Instalasi Pengolahan Bahan Bangunan Terapan Lainnya;ASB;3
1.3.4.03.04.04.001;Instalasi Pengolahan Bahan Bangunan Lainnya;ASB;3
1.3.4.03.05.01.001;Instalasi Plta Kapasitas Kecil;ASB;3
1.3.4.03.05.01.002;Instalasi Plta Kapasitas Sedang;ASB;3
1.3.4.03.05.01.003;Instalasi Plta Kapasitas Besar;ASB;3
1.3.4.03.05.01.004;Instalasi Pembangkit Listrik Tenaga Air (Plta) Lainnya;ASB;3
1.3.4.03.05.02.001;Instalasi Pltd Kapasitas Kecil;ASB;3
1.3.4.03.05.02.002;Instalasi Pltd Kapasitas Sedang;ASB;3
1.3.4.03.05.02.003;Instalasi Pltd Kapasitas Besar;ASB;3
1.3.4.03.05.02.004;Instalasi Pembangkit Listrik Tenaga Diesel (Pltd) Lainnya;ASB;3
1.3.4.03.05.03.001;Instalasi Pltm Kapasitas Kecil;ASB;3
1.3.4.03.05.03.002;Instalasi Pltm Kapasitas Sedang;ASB;3
1.3.4.03.05.03.003;Instalasi Pltm Kapasitas Besar;ASB;3
1.3.4.03.05.03.004;Instalasi Pembangkit Listrik Tenaga Mikro Hidro (Pltm) Lainnya;ASB;3
1.3.4.03.05.04.001;Instalasi Pltan Kapasitas Kecil;ASB;3
1.3.4.03.05.04.002;Instalasi Pltan Kapasitas Sedang;ASB;3
1.3.4.03.05.04.003;Instalasi Pltan Kapasitas Besar;ASB;3
1.3.4.03.05.04.004;Instalasi Pembangkit Listrik Tenaga Angin (Pltan) Lainnya;ASB;3
1.3.4.03.05.05.001;Instalasi Pltu Kapasitas Kecil;ASB;3
1.3.4.03.05.05.002;Instalasi Pltu Kapasitas Sedang;ASB;3
1.3.4.03.05.05.003;Instalasi Pltu Kapasitas Besar;ASB;3
1.3.4.03.05.05.004;Instalasi Pembangkit Listrik Tenaga Uap (Pltu) Lainnya;ASB;3
1.3.4.03.05.06.001;Instalasi Pltn Kapasitas Kecil;ASB;3
1.3.4.03.05.06.002;Instalasi Pltn Kapasitas Sedang;ASB;3
1.3.4.03.05.06.003;Instalasi Pltn Kapasitas Besar;ASB;3
1.3.4.03.05.06.004;Instalasi Pembangkit Listrik Tenaga Nuklir (Pltn) Lainnya;ASB;3
1.3.4.03.05.07.001;Instalasi Pltg Kapasitas Kecil;ASB;3
