kode_standar;nama_standar;tipe;kelompok
1.3.2.08.01.58.036;Maket Mesin Kapal;SSH;1
1.3.2.08.01.58.037;Panggung Master;SSH;1
1.3.2.08.01.58.038;Radio Penduga Arah;SSH;1
1.3.2.08.01.58.039;Perum Gempa;SSH;1
1.3.2.08.01.58.040;Lifeboat Tranciever;SSH;1
1.3.2.08.01.58.041;Titor Amplifiere Kit;SSH;1
1.3.2.08.01.58.042;Giroscpe;SSH;1
1.3.2.08.01.58.043;Tube Checker;SSH;1
1.3.2.08.01.58.044;Morse T Mitter;SSH;1
1.3.2.08.01.58.045;Penggulung Pita Morse;SSH;1
1.3.2.08.01.58.046;Brno Traditional;SSH;1
1.3.2.08.01.58.047;Demonstration Vernier Callypear;SSH;1
1.3.2.08.01.58.048;Scrow Micrometer;SSH;1
1.3.2.08.01.58.049;Sperometer;SSH;1
1.3.2.08.01.58.050;Eye Picci Micro Meter;SSH;1
1.3.2.08.01.58.051;Diselogeram;SSH;1
1.3.2.08.01.58.052;Venier Calliter;SSH;1
1.3.2.08.01.58.053;Demonstration Spring Scalemetric;SSH;1
1.3.2.08.01.58.054;Dial Spring Scale;SSH;1
1.3.2.08.01.58.055;Hockeys Low Apparatus;SSH;1
1.3.2.08.01.58.056;Energy Transformation Apparatus;SSH;1
1.3.2.08.01.58.057;Deep And Diclination Noodle;SSH;1
1.3.2.08.01.58.058;Alat Percobaan Archimedes;SSH;1
1.3.2.08.01.58.059;Gby Free Fall Apparatus G Griffin;SSH;1
1.3.2.08.01.58.060;Griffin Contiscond Timer;SSH;1
1.3.2.08.01.58.061;Photo Transistor;SSH;1
1.3.2.08.01.58.062;Photo Transistor Coupler Unit;SSH;1
1.3.2.08.01.58.063;Griffin Dinamic Trolley;SSH;1
1.3.2.08.01.58.064;Mass Newton Slotted;SSH;1
1.3.2.08.01.58.065;Mass Hanger;SSH;1
1.3.2.08.01.58.066;Mass Sloated;SSH;1
1.3.2.08.01.58.067;Maxwell Needly Apparatus;SSH;1
1.3.2.08.01.58.068;Pully Set;SSH;1
1.3.2.08.01.58.069;Univer Fraze;SSH;1
1.3.2.08.01.58.070;Boyle'S Law Apparatus;SSH;1
1.3.2.08.01.58.071;Force Pump Mauted Glass;SSH;1
1.3.2.08.01.58.072;Spineres Steel;SSH;1
1.3.2.08.01.58.073;Calory Meter Vessel;SSH;1
1.3.2.08.01.58.074;Expansion Of Liquid Apparatus;SSH;1
1.3.2.08.01.58.075;Nickel Crufdible;SSH;1
1.3.2.08.01.58.076;Thermo Electrics Pair;SSH;1
1.3.2.08.01.58.077;Biconvec Block Plastic Curvatura 98 Mm;SSH;1
1.3.2.08.01.58.078;Biconvec Lock Radius;SSH;1
1.3.2.08.01.58.079;Alat Laboratorium Pendidikan Lainnya;SSH;1
1.3.2.08.01.59.001;Toc Analizer;SSH;1
1.3.2.08.01.59.002;Ionn Selective Electrode;SSH;1
1.3.2.08.01.59.003;Magnetic Vacuum;SSH;1
1.3.2.08.01.59.004;Dessicator Vacuum;SSH;1
1.3.2.08.01.59.005;Uv Intensitomotor;SSH;1
1.3.2.08.01.59.006;Wet Gas Test Meter;SSH;1
1.3.2.08.01.59.007;Refrigenerator Water Bar Horizontal;SSH;1
1.3.2.08.01.59.008;Thermocouple;SSH;1
1.3.2.08.01.59.009;Vibrating Stevos Steam;SSH;1
1.3.2.08.01.59.010;Sieke Shaker Mesh;SSH;1
1.3.2.08.01.59.011;Electric Steam Generator;SSH;1
1.3.2.08.01.59.012;Cool Chamber;SSH;1
1.3.2.08.01.59.013;Dessicator Cainet;SSH;1
1.3.2.08.01.59.014;Acrylic;SSH;1
1.3.2.08.01.59.015;Alat Laboratorium Teknologi Proses Enzym Lainnya;SSH;1
1.3.2.08.01.60.001;Exmuster;SSH;1
1.3.2.08.01.60.002;Plastic Binding System;SSH;1
1.3.2.08.01.60.003;Novos;SSH;1
1.3.2.08.01.60.004;Pressure Gun;SSH;1
1.3.2.08.01.60.005;Cetak Kubus Beton;SSH;1
1.3.2.08.01.60.006;Alat Pengukur Gelombang Laut;SSH;1
1.3.2.08.01.60.007;Saringan Besi;SSH;1
1.3.2.08.01.60.008;Set Packard Paper Recorded;SSH;1
1.3.2.08.01.60.009;Ghm;SSH;1
1.3.2.08.01.60.010;Alat Laboratorium Teknik Pantai Lainnya;SSH;1
1.3.2.08.01.61.001;Power Harmonic Analizer Fluke;SSH;1
1.3.2.08.01.61.002;Multi Meter Fluke 37;SSH;1
1.3.2.08.01.61.003;Unitest Euro Expert Cut No. 9020L;SSH;1
1.3.2.08.01.61.004;Scope Meter Fluke 105 B 103;SSH;1
1.3.2.08.01.61.005;Panel Slogging Bailor Simulator;SSH;1
1.3.2.08.01.61.006;Process Simulator Winsim Design;SSH;1
1.3.2.08.01.61.007;Power Line Multi Tranducer;SSH;1
1.3.2.08.01.61.008;Digital Anemometer;SSH;1
1.3.2.08.01.61.009;Portable Staek Emission Analizer;SSH;1
1.3.2.08.01.61.010;Air Less Painting Wagner;SSH;1
1.3.2.08.01.61.011;Infra Red Exhaust Gas Analizer;SSH;1
1.3.2.08.01.61.012;Instalasi Fiber Optic Lcd Projector Multimedia;SSH;1
1.3.2.08.01.61.013;Alat Laboratorium Sumber Daya Dan Energi Lainnya;SSH;1
1.3.2.08.01.62.001;Decitating Cabinet;SSH;1
1.3.2.08.01.62.002;Digital Analitical Balance;SSH;1
1.3.2.08.01.62.003;Long Back Ground Beta Counter;SSH;1
1.3.2.08.01.62.004;Oil Content Analizer;SSH;1
1.3.2.08.01.62.005;Boom Oil;SSH;1
1.3.2.08.01.62.006;Scimmer Crane;SSH;1
1.3.2.08.01.62.007;Alat Laboratorium Populasi Lainnya;SSH;1
1.3.2.08.01.63.001;Gps Insight;SSH;1
1.3.2.08.01.63.002;Board Display;SSH;1
1.3.2.08.01.63.003;Standard Compact;SSH;1
1.3.2.08.01.63.004;Alat Pengukur Gelombang Lainnya;SSH;1
1.3.2.08.01.64.001;Unit Alat Laboratorium Lainnya;SSH;1
1.3.2.08.02.01.001;Conduktimeter;SSH;1
1.3.2.08.02.01.002;Coulometer;SSH;1
1.3.2.08.02.01.003;Potentiometer;SSH;1
1.3.2.08.02.01.004;Titralyzer;SSH;1
1.3.2.08.02.01.005;Lon Analyzer;SSH;1
1.3.2.08.02.01.006;Karl Fisher Water Tritator;SSH;1
1.3.2.08.02.01.007;Lectrolytic;SSH;1
1.3.2.08.02.01.008;C-H-N Analyzer;SSH;1
1.3.2.08.02.01.009;C-H-O Analytical Microcombustion Equipment;SSH;1
1.3.2.08.02.01.010;Merz Automatic N-Analyzer;SSH;1
1.3.2.08.02.01.011;C&S In Soild Combustion Analyzer;SSH;1
1.3.2.08.02.01.012;Amino Acid Carbohydrate Analyzer;SSH;1
1.3.2.08.02.01.013;Electrophoresis Analysis Equipment;SSH;1
1.3.2.08.02.01.014;Moisture Tester (Analytical Instrument);SSH;1
1.3.2.08.02.01.015;Kjeldahi Degestion Block (For N- Deteminator);SSH;1
1.3.2.08.02.01.016;Leak Detector (Analytical Instrument);SSH;1
1.3.2.08.02.01.017;Ultraviolet Spectrophotometer;SSH;1
1.3.2.08.02.01.018;Visible Light Spectrophotometer;SSH;1
1.3.2.08.02.01.019;Infrared Spectrophotometer;SSH;1
1.3.2.08.02.01.020;Flame Spectrophotometer;SSH;1
1.3.2.08.02.01.021;Atomic Absorption(Flame) Spectrophotometer;SSH;1
1.3.2.08.02.01.022;Emmision Spectrophotometer;SSH;1
1.3.2.08.02.01.023;X-Ray Fluorescence(Xrp);SSH;1
1.3.2.08.02.01.024;Fluorimeter;SSH;1
1.3.2.08.02.01.025;Turbidimeter/Nephelometer;SSH;1
1.3.2.08.02.01.026;Polarimeter/Refractometer;SSH;1
1.3.2.08.02.01.027;X-Ray Diffractometer;SSH;1
1.3.2.08.02.01.028;Thermoluminiscence Dosimeter (Tld) Reader;SSH;1
1.3.2.08.02.01.029;Uranium Ore Analyzer;SSH;1
1.3.2.08.02.01.030;Amilograph Meter;SSH;1
1.3.2.08.02.01.031;Mass Spectrometer;SSH;1
1.3.2.08.02.01.032;Mass Spectrograph;SSH;1
1.3.2.08.02.01.033;Magnetic Resonance Spectrometer;SSH;1
1.3.2.08.02.01.034;Melting Point Detemination Apparatus;SSH;1
1.3.2.08.02.01.035;Thermogravimeter;SSH;1
1.3.2.08.02.01.036;Differential Thermal Analyzer;SSH;1
1.3.2.08.02.01.037;Thermo Analyzer;SSH;1
1.3.2.08.02.01.038;Chromatography Developing Chamber;SSH;1
1.3.2.08.02.01.039;Thin Layer Chromatography(Tlc) Drying Rack/ Desiccarator;SSH;1
1.3.2.08.02.01.040;Fraction Colector;SSH;1
1.3.2.08.02.01.041;Gas Chromatograph(Gc);SSH;1
1.3.2.08.02.01.042;Radio Chromatografic Scaner;SSH;1
1.3.2.08.02.01.043;Surface Arcameter(Bet Method);SSH;1
1.3.2.08.02.01.044;Porosimeter/Permeameter;SSH;1
1.3.2.08.02.01.045;Icpms (Inductively Complete Plasma Mass Spectometer);SSH;1
1.3.2.08.02.01.046;Kolimator;SSH;1
1.3.2.08.02.01.047;Shileding;SSH;1
1.3.2.08.02.01.048;Digital Kvp Meter;SSH;1
1.3.2.08.02.01.049;Digital K-Ray Timer;SSH;1
1.3.2.08.02.01.050;Digital Mas;SSH;1
1.3.2.08.02.01.051;Portable Multi Chanel Analisys;SSH;1
1.3.2.08.02.01.052;Low Energy Survey Meter;SSH;1
1.3.2.08.02.01.053;Check Source;SSH;1
1.3.2.08.02.01.054;Personal Dose Meter;SSH;1
1.3.2.08.02.01.055;Apron Dual Side;SSH;1
1.3.2.08.02.01.056;Peralatan Pencacah Radiasi (Carrier Insert;SSH;1
1.3.2.08.02.01.057;Peralatan Gerusan Keramik;SSH;1
1.3.2.08.02.01.058;Ratemeter;SSH;1
1.3.2.08.02.01.059;Scintiliation Monitor For Contamination;SSH;1
1.3.2.08.02.01.060;Magnifier #7540;SSH;1
1.3.2.08.02.01.061;Senter Mini Standar Safety;SSH;1
1.3.2.08.02.01.062;Decontamination Kit;SSH;1
1.3.2.08.02.01.063;Flexible Waste Water Dam;SSH;1
1.3.2.08.02.01.064;Decontamination Backpack;SSH;1
1.3.2.08.02.01.065;Analytical Instrument Lainnya;SSH;1
1.3.2.08.02.02.001;Generalporpose Giass Thermometer;SSH;1
1.3.2.08.02.02.002;Dial Reading Thermometer;SSH;1
1.3.2.08.02.02.003;Procesion Thermometer;SSH;1
1.3.2.08.02.02.004;Clinical Thermometer (Instrument Probe/Sensor);SSH;1
1.3.2.08.02.02.005;Maximum-Minimum Thermometer;SSH;1
1.3.2.08.02.02.006;Resistance Thermometer;SSH;1
1.3.2.08.02.02.007;Bimetal Thermometer;SSH;1
1.3.2.08.02.02.008;Temperature Indicator;SSH;1
1.3.2.08.02.02.009;Temperatur Recorder;SSH;1
1.3.2.08.02.02.010;Thermoregulator;SSH;1
1.3.2.08.02.02.011;Immersion Pyrometer;SSH;1
1.3.2.08.02.02.012;Spectral-Optical Pyrometer;SSH;1
1.3.2.08.02.02.013;Uv/Uv-Vis Radiometer;SSH;1
1.3.2.08.02.02.014;Ph Meter/Indicator And Lon Meter;SSH;1
1.3.2.08.02.02.015;Ater Puryti Meter (Specific Resistance Meter);SSH;1
1.3.2.08.02.02.016;Dissolvel Oxygen Meter(Do);SSH;1
1.3.2.08.02.02.017;Biologikal Oxygen Demand Monitor(Bod);SSH;1
1.3.2.08.02.02.018;Bourdan Vacuum Gauge;SSH;1
1.3.2.08.02.02.019;Diaphragm Pressure/Vacuum Gauge;SSH;1
1.3.2.08.02.02.020;Thermocouple Vacuum Gauge;SSH;1
1.3.2.08.02.02.021;Incline Tube Manometer;SSH;1
1.3.2.08.02.02.022;Portable Flectronic Manometer;SSH;1
1.3.2.08.02.02.023;Pirani High Vacuum Gauge;SSH;1
1.3.2.08.02.02.024;Vacuummeter;SSH;1
1.3.2.08.02.02.025;Well Type Manometer;SSH;1
1.3.2.08.02.02.026;Liquid Column Pressure Indicator;SSH;1
1.3.2.08.02.02.027;Electrec Element Pressure Indicator;SSH;1
1.3.2.08.02.02.028;Piezoresistive Pressure Indicator;SSH;1
1.3.2.08.02.02.029;Piezoelectric Pressure Indicator;SSH;1
1.3.2.08.02.02.030;Straningases Pressure Indicator;SSH;1
1.3.2.08.02.02.031;Specific Gravitometer;SSH;1
1.3.2.08.02.02.032;Whestphalt Balance Densitometer;SSH;1
1.3.2.08.02.02.033;Chain Balance Densitometer;SSH;1
1.3.2.08.02.02.034;Densitometer General;SSH;1
1.3.2.08.02.02.035;Surface Tensometer;SSH;1
1.3.2.08.02.02.036;Viscometer Viscosimeter;SSH;1
1.3.2.08.02.02.037;Kinematic Viscosety Bath;SSH;1
1.3.2.08.02.02.038;Du Nuoy Interfacial Tensiometer;SSH;1
1.3.2.08.02.02.039;Orsat-Fischer Gas Analyzer;SSH;1
1.3.2.08.02.02.040;Orsat-Klei Gas Analyzer;SSH;1
1.3.2.08.02.02.041;Koehler Gas Analyzer;SSH;1
1.3.2.08.02.02.042;Dust Analyzer;SSH;1
1.3.2.08.02.02.043;Dust Sampler (Instrument Probe/Sensor);SSH;1
1.3.2.08.02.02.044;Gasmeter;SSH;1
1.3.2.08.02.02.045;Anemometer Flowmeter;SSH;1
1.3.2.08.02.02.046;Venturumeter Flowmeter;SSH;1
1.3.2.08.02.02.047;Areameter Flowmeter;SSH;1
1.3.2.08.02.02.048;Onfice Meter Flowmeter;SSH;1
1.3.2.08.02.02.049;Nozzlemeter Flowmeter;SSH;1
1.3.2.08.02.02.050;Massmeter Flowmeter;SSH;1
1.3.2.08.02.02.051;Elbowimeter Flowmeter;SSH;1
1.3.2.08.02.02.052;Gage Glass Level Indicator;SSH;1
1.3.2.08.02.02.053;Tape Fioat Gage Level Indicator;SSH;1
1.3.2.08.02.02.054;Level Shaft Gage Level Indicator;SSH;1
1.3.2.08.02.02.055;Bubble Tube Level Measumy System;SSH;1
1.3.2.08.02.02.056;Flash Point Tester;SSH;1
1.3.2.08.02.02.057;Instrument Probe/Sensor Lainnya;SSH;1
1.3.2.08.02.03.001;Electronic Top Loading Balance;SSH;1
1.3.2.08.02.03.002;Electronic Analytical Balance (General Laboratory Tool);SSH;1
1.3.2.08.02.03.003;Mechanical Analytical Balance;SSH;1
1.3.2.08.02.03.004;Electronic Microbalance;SSH;1
1.3.2.08.02.03.005;Remote Bader;SSH;1
1.3.2.08.02.03.006;Telecope Scale;SSH;1
1.3.2.08.02.03.007;Platform Scale (General Laboratory Tool);SSH;1
1.3.2.08.02.03.008;Sprong Scale;SSH;1
1.3.2.08.02.03.009;Table Balance;SSH;1
1.3.2.08.02.03.010;Electronic Control (General Laboratory Tool);SSH;1
1.3.2.08.02.03.011;Balance Weight Set;SSH;1
1.3.2.08.02.03.012;Rotator Heater Control;SSH;1
1.3.2.08.02.03.013;Uwfp Control Panel With Hr;SSH;1
1.3.2.08.02.03.014;Recorder;SSH;1
1.3.2.08.02.03.015;Water Sampler (General Laboratory Tool);SSH;1
1.3.2.08.02.03.016;Stop Clock;SSH;1
1.3.2.08.02.03.017;Interval Timer;SSH;1
1.3.2.08.02.03.018;Wall Clock;SSH;1
1.3.2.08.02.03.019;Automatic On/Off Time Switch;SSH;1
1.3.2.08.02.03.020;Stroboscope Flash;SSH;1
1.3.2.08.02.03.021;Tachometer (General Laboratory Tool);SSH;1
1.3.2.08.02.03.022;Rpm-Meter;SSH;1
1.3.2.08.02.03.023;Coloni Holder;SSH;1
1.3.2.08.02.03.024;Battle Holder;SSH;1
1.3.2.08.02.03.025;Team Heated Water Bath;SSH;1
1.3.2.08.02.03.026;Electrically Heated Water Bath;SSH;1
1.3.2.08.02.03.027;Electrically Heated Oil Bath;SSH;1
1.3.2.08.02.03.028;Sand Bath;SSH;1
1.3.2.08.02.03.029;Thermostatic Water Bath;SSH;1
1.3.2.08.02.03.030;Shaking Water Bath;SSH;1
1.3.2.08.02.03.031;Test Tube Dry Bath;SSH;1
1.3.2.08.02.03.032;Cooling/Refregerating Bath;SSH;1
1.3.2.08.02.03.033;Cleaning Bath;SSH;1
1.3.2.08.02.03.034;Lab Eva Porator;SSH;1
1.3.2.08.02.03.035;Thermostatic Water Cerculator;SSH;1
1.3.2.08.02.03.036;Thermostatic Oil Cerculator;SSH;1
1.3.2.08.02.03.037;Thermostatic Refrigerating Cerculator;SSH;1
1.3.2.08.02.03.038;Vice Jig U 235 Proses;SSH;1
1.3.2.08.02.03.039;Dauble Ended Bottle Case;SSH;1
1.3.2.08.02.03.040;Bunsen Gas Bumer;SSH;1
1.3.2.08.02.03.041;Maker Gas Burner;SSH;1
1.3.2.08.02.03.042;Blow Lamp (Brander);SSH;1
1.3.2.08.02.03.043;Aw Bottle Case;SSH;1
1.3.2.08.02.03.044;Rfw Bottle Case;SSH;1
1.3.2.08.02.03.045;Hot Plate (General Laboratory Tool);SSH;1
1.3.2.08.02.03.046;Cold Plate;SSH;1
1.3.2.08.02.03.047;Immersion Heating Coil;SSH;1
1.3.2.08.02.03.048;Immersion Heating Rod Coil;SSH;1
1.3.2.08.02.03.049;Immersion Refrigerating Coil;SSH;1
1.3.2.08.02.03.050;Hot Plate With Magnetic Stiring (General Laboratory Tool);SSH;1
1.3.2.08.02.03.051;Automatic Laboratory Steam Generator;SSH;1
1.3.2.08.02.03.052;Water Percolator (Boiler);SSH;1
1.3.2.08.02.03.053;Rotating Jig;SSH;1
1.3.2.08.02.03.054;Heat Gun;SSH;1
1.3.2.08.02.03.055;Heating Mantle (General Laboratory Tool);SSH;1
1.3.2.08.02.03.056;Table Model Heating Mantle;SSH;1
1.3.2.08.02.03.057;Heating Tape;SSH;1
1.3.2.08.02.03.058;Kompor Listrik (General Laboratory Tool);SSH;1
1.3.2.08.02.03.059;Infrared Lamp;SSH;1
1.3.2.08.02.03.060;High Pressure Autoclave (W/Wo) Stirrer;SSH;1
1.3.2.08.02.03.061;High Pressure Shaking Autoclave;SSH;1
1.3.2.08.02.03.062;Pressure Vessel (General Laboratory Tool);SSH;1
1.3.2.08.02.03.063;Special Tube Furnace;SSH;1
1.3.2.08.02.03.064;Tube Fumace;SSH;1
1.3.2.08.02.03.065;Vibrating Micro Shaker;SSH;1
1.3.2.08.02.03.066;Shaking Machine;SSH;1
1.3.2.08.02.03.067;Test Tube Shaker;SSH;1
1.3.2.08.02.03.068;Universal Shaking Apparatus;SSH;1
1.3.2.08.02.03.069;Lab Stirred Reaction Vessel;SSH;1
1.3.2.08.02.03.070;Sterrer Motor;SSH;1
1.3.2.08.02.03.071;Multiple Stining Unit;SSH;1
1.3.2.08.02.03.072;Magnetic Sterrer;SSH;1
1.3.2.08.02.03.073;Revalution Counter;SSH;1
1.3.2.08.02.03.074;Ultrasonic Sceaner;SSH;1
1.3.2.08.02.03.075;Laboratory Sieving Machine Shaker;SSH;1
1.3.2.08.02.03.076;Laboratory Sieve Set;SSH;1
1.3.2.08.02.03.077;Vibrating Screen (General Laboratory Tool);SSH;1
1.3.2.08.02.03.078;Siffer & Rotatop;SSH;1
1.3.2.08.02.03.079;Ball Mill;SSH;1
1.3.2.08.02.03.080;Laboratory Cylender Centrifuge;SSH;1
1.3.2.08.02.03.081;Laboratory Basket Centrifuge;SSH;1
1.3.2.08.02.03.082;Hand Centrifuge;SSH;1
1.3.2.08.02.03.083;Laboratory Bench Centrifuge;SSH;1
1.3.2.08.02.03.084;Laboratory High Speed Centrifuge;SSH;1
1.3.2.08.02.03.085;Ultra Centrifuge (General Laboratory Tool);SSH;1
1.3.2.08.02.03.086;Muffie Furnace;SSH;1
1.3.2.08.02.03.087;Transformer;SSH;1
1.3.2.08.02.03.088;Distilation Equipment;SSH;1
1.3.2.08.02.03.089;Distilation Air Berat;SSH;1
1.3.2.08.02.03.090;Lab Water Purifier/Demmeralizer;SSH;1
1.3.2.08.02.03.091;Lab Water Destiling /Bio Sistiling Apparatus;SSH;1
1.3.2.08.02.03.092;Electrolytic Hr Generator;SSH;1
1.3.2.08.02.03.093;Kepp'S Gas Generator;SSH;1
1.3.2.08.02.03.094;Pickiing System;SSH;1
1.3.2.08.02.03.095;Room Humidifier;SSH;1
1.3.2.08.02.03.096;Room Dehudifier;SSH;1
1.3.2.08.02.03.097;Humadity Chamber (General Laboratory Tool);SSH;1
1.3.2.08.02.03.098;Laboratory /Service Wagon/Cart;SSH;1
1.3.2.08.02.03.099;Plating System;SSH;1
1.3.2.08.02.03.100;Herliac Welder & Special Ws;SSH;1
1.3.2.08.02.03.101;Cambustion Tube;SSH;1
1.3.2.08.02.03.102;Vacuum System;SSH;1
1.3.2.08.02.03.103;Dewar;SSH;1
1.3.2.08.02.03.104;Regulator Pemanas;SSH;1
1.3.2.08.02.03.105;Pemanas Jaket;SSH;1
1.3.2.08.02.03.106;Speed Dyna Mixer;SSH;1
1.3.2.08.02.03.107;Crystal Growing+Cutter Mach;SSH;1
1.3.2.08.02.03.108;Kandang Logam Untuk Penelitian;SSH;1
1.3.2.08.02.03.109;Kandang Non Logam Untuk Penelitian;SSH;1
1.3.2.08.02.03.110;Rak Kandang Logam Untuk Penelitian;SSH;1
1.3.2.08.02.03.111;Rak Kandang Non Logam Untuk Penelitian;SSH;1
1.3.2.08.02.03.112;Electric Digital;SSH;1
1.3.2.08.02.03.113;Imtri Tugal Screen;SSH;1
1.3.2.08.02.03.114;Manual Screen;SSH;1
1.3.2.08.02.03.115;Durham Rubes;SSH;1
1.3.2.08.02.03.116;Panel Uto Power;SSH;1
1.3.2.08.02.03.117;Panel Elevator;SSH;1
1.3.2.08.02.03.118;Test Tube Holder;SSH;1
1.3.2.08.02.03.119;Holder Contact Thermometer;SSH;1
1.3.2.08.02.03.120;Holder Beverance Thermo;SSH;1
1.3.2.08.02.03.121;General Laboratory Tool Lainnya;SSH;1
1.3.2.08.02.04.001;Burette;SSH;1
1.3.2.08.02.04.002;Autometic Birelle;SSH;1
1.3.2.08.02.04.003;Pipetter Epperdort;SSH;1
1.3.2.08.02.04.004;Mikrolitre Piperdort;SSH;1
1.3.2.08.02.04.005;Large Glass Vessel (Kataslitye Low Ex- Change);SSH;1
1.3.2.08.02.04.006;Water Chiller;SSH;1
1.3.2.08.02.04.007;Dessiccator;SSH;1
1.3.2.08.02.04.008;Cendensor (Liebig Davis,Dimrot,Spiral Allhm);SSH;1
1.3.2.08.02.04.009;Soxhlel Extractor;SSH;1
1.3.2.08.02.04.010;Crucible (Quartz,Porcelain);SSH;1
1.3.2.08.02.04.011;Curcible (Nickel. Etc);SSH;1
1.3.2.08.02.04.012;Mortar Porcelain;SSH;1
1.3.2.08.02.04.013;Integrated Circuit Taster (Ic Taster);SSH;1
1.3.2.08.02.04.014;Beaker;SSH;1
1.3.2.08.02.04.015;Flask;SSH;1
1.3.2.08.02.04.016;Bottle Aspirator;SSH;1
1.3.2.08.02.04.017;Retort (Glassware Plastic/Utensils);SSH;1
1.3.2.08.02.04.018;Funnel;SSH;1
1.3.2.08.02.04.019;Safety Can;SSH;1
1.3.2.08.02.04.020;Safety Container/Jerrican;SSH;1
1.3.2.08.02.04.021;Safety Container;SSH;1
1.3.2.08.02.04.022;Tank;SSH;1
1.3.2.08.02.04.023;Flat Bottom Flask;SSH;1
1.3.2.08.02.04.024;Round Bottom Flask;SSH;1
1.3.2.08.02.04.025;Kjadahi Flash;SSH;1
1.3.2.08.02.04.026;Distilling Flask;SSH;1
1.3.2.08.02.04.027;Glassware Plastic/Utensils Lainnya;SSH;1
1.3.2.08.02.05.001;Generator Set (Lab Scale);SSH;1
1.3.2.08.02.05.002;Ear (Protecting) Muff;SSH;1
1.3.2.08.02.05.003;Eye Goggles;SSH;1
1.3.2.08.02.05.004;Face Shield (From Radiant Heat Spork);SSH;1
1.3.2.08.02.05.005;Anti Dust & Toxic Fume Respirator;SSH;1
1.3.2.08.02.05.006;Eyewash Station;SSH;1
1.3.2.08.02.05.007;Hot Cell;SSH;1
1.3.2.08.02.05.008;Lead Glass Window;SSH;1
1.3.2.08.02.05.009;Fpm Target Holder Assembly;SSH;1
1.3.2.08.02.05.010;Wnp Hook;SSH;1
1.3.2.08.02.05.011;Fire Extinguisher;SSH;1
1.3.2.08.02.05.012;Fire Extinguisher Carlage;SSH;1
1.3.2.08.02.05.013;Capsule Handlling Toll & La;SSH;1
1.3.2.08.02.05.014;Isotop Stringer;SSH;1
1.3.2.08.02.05.015;In Pool Holder For Stringer;SSH;1
1.3.2.08.02.05.016;Fume Alert Napor Detector;SSH;1
1.3.2.08.02.05.017;Smoke Detecting System & Alarm;SSH;1
1.3.2.08.02.05.018;Fume/Gas Leak Detector (Laboratory Safety Equipment);SSH;1
1.3.2.08.02.05.019;Fission Product Csb. Tiliec;SSH;1
1.3.2.08.02.05.020;Electronic Controls;SSH;1
1.3.2.08.02.05.021;Glove Box (Laboratory Safety Equipment);SSH;1
1.3.2.08.02.05.022;Fume Hood (Laboratory Safety Equipment);SSH;1
1.3.2.08.02.05.023;Acid Hood (Laboratory Safety Equipment);SSH;1
1.3.2.08.02.05.024;Special Support Equip (Laboratory Safety Equipment);SSH;1
1.3.2.08.02.05.025;Gamma Monitor (Laboratory Safety Equipment);SSH;1
1.3.2.08.02.05.026;High Volume Air Sampler;SSH;1
1.3.2.08.02.05.027;Laboratory Safety Equipment Lainnya;SSH;1
1.3.2.08.02.06.001;Unit Alat Laboratorium Kimia Nuklir Lainnya;SSH;1
1.3.2.08.03.01.001;Alat Peraga Praktek Sekolah Bidang Studi : Bahasa Indonesia;SSH;1
1.3.2.08.03.01.002;Kit Bahasa A;SSH;1
1.3.2.08.03.01.003;Papan Panel;SSH;1
1.3.2.08.03.01.004;Kit Sas Individual;SSH;1
1.3.2.08.03.01.005;Kotak Alat-Alat Peraga Metode Sas;SSH;1
1.3.2.08.03.01.006;Gambar Total;SSH;1
1.3.2.08.03.01.007;Gambar Analitik;SSH;1
1.3.2.08.03.01.008;Kotak Bahasa Untuk Kartu Kalimat Huruf Cetak Dan Kartu Kalimat Huruf Tulis (Nomor 66 Dan Nomor 6);SSH;1
1.3.2.08.03.01.009;Kartu Kalimat Huruf Cetak;SSH;1
1.3.2.08.03.01.010;Kartu Kalimat Dengan Huruf Cetak;SSH;1
1.3.2.08.03.01.011;Kotak Bahasa Untuk Kartu Kata Dan Kartu Suku Kata Dan Kartu Huruf;SSH;1
1.3.2.08.03.01.012;Kartu Kata Dengan Huruf Cetak;SSH;1
1.3.2.08.03.01.013;Kartu Suku Kata Dengan Huruf Cetak;SSH;1
1.3.2.08.03.01.014;Kartu Huruf Dengan Huruf Cetak;SSH;1
1.3.2.08.03.01.015;Papan Alfabet;SSH;1
1.3.2.08.03.01.016;Kain Panel;SSH;1
1.3.2.08.03.01.017;Alat Peraga Praktek Sekolah Bidang Studi : Bahasa Indonesia Lainnya;SSH;1
1.3.2.08.03.02.001;Kit Matematika;SSH;1
1.3.2.08.03.02.002;Roda Motor;SSH;1
1.3.2.08.03.02.003;Muka Jam;SSH;1
1.3.2.08.03.02.004;Rak Bilangan Dua Ruang;SSH;1
1.3.2.08.03.02.005;Rak Bilangan Tiga Ruang;SSH;1
1.3.2.08.03.02.006;Papan Planel;SSH;1
1.3.2.08.03.02.007;Papan Bergerak;SSH;1
1.3.2.08.03.02.008;Papan Berpaku;SSH;1
1.3.2.08.03.02.009;Papan Pasak;SSH;1
1.3.2.08.03.02.010;Kubus Untuk Bilangan Berbaris Sepuluh;SSH;1
1.3.2.08.03.02.011;Abakus Untuk Bilangan Berbaris;SSH;1
1.3.2.08.03.02.012;Pengukur Luas;SSH;1
1.3.2.08.03.02.013;Blok Untuk Bilangan;SSH;1
1.3.2.08.03.02.014;Bangun-Bangun Ruang;SSH;1
